Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,0.00 ,"9,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-20,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0.00 ,"22,500.00 ",Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0.00 ,"1,575.00 ",Main - B,,
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,"24,075.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-28,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010311,Mawakeb Al-Amjad,1010311 - Mawakeb Al-Amjad - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-31,1010101,Cash Box,1010101 - Cash Box - B,"28,500.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"28,500.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"5,450.00 ",0.00 ,Main - B,,
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0.00 ,"3,500.00 ",Main - B,,
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0.00 ,"1,950.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,94.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,94.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,80.00 ,0.00 ,Main - B,,
,,,,5030506,Maintenance,5030506 - Maintenance - B,0.00 ,80.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,80.00 ,0.00 ,Main - B,,
,,,,5030504,Stationery,5030504 - Stationery - B,0.00 ,80.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,500.00 ,0.00 ,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0.00 ,500.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"9,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-01,2010103,Branderaa,2010103 - Branderaa - B,"7,400.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"7,400.00 ",Main - B,,
,,,,1010310,Comprehensive preventive maintenance,1010310 - Comprehensive preventive maintenance - B,0.00 ,"3,500.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"3,500.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-04,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"15,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-06,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"3,500.00 ",Main - B,,
,,,,1010310,Comprehensive preventive maintenance,1010310 - Comprehensive preventive maintenance - B,"3,500.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-30,1010101,Cash Box,1010101 - Cash Box - B,"3,500.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"3,500.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,184.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,184.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,500.00 ,0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,500.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,400.00 ,0.00 ,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0.00 ,400.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"13,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0.00 ,"4,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,934.95 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,934.95 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,862.50 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,862.50 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"1,704.26 ",0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,"1,704.26 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-01,2010103,Branderaa,2010103 - Branderaa - B,"6,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"6,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-04,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"24,075.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"24,075.00 ",0.00 ,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,"24,075.00 ",0.00 ,Main - B,,
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,0.00 ,"24,075.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-05,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"15,010.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"15,010.00 ",Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,10.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,10.00 ,0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-31,1010102,Petty Cash,1010102 - Petty Cash - B,361.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,361.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,100.00 ,0.00 ,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0.00 ,100.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"14,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"1,000.00 ",Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0.00 ,"4,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-01,1010304,Al-Masah,1010304 - Al-Masah - B,0.00 ,"1,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"1,000.00 ",0.00 ,Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,"6,400.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"6,400.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-13,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-23,1010102,Petty Cash,1010102 - Petty Cash - B,"1,146.78 ",0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,"1,146.78 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-27,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"10,000.00 ",Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,"9,000.00 ",0.00 ,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,"1,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-28,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"1,000.00 ",Main - B,,
,,,,1010304,Al-Masah,1010304 - Al-Masah - B,"1,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"1,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"1,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-29,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"3,000.00 ",Main - B,,
,,,,1010301,Mazin bin AbdulWahhab Kurdi Law Firm,1010301 - Mazin bin AbdulWahhab Kurdi Law Firm - B,"3,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-31,1010101,Cash Box,1010101 - Cash Box - B,"25,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"25,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,208.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,208.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"14,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0.00 ,"4,000.00 ",Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"1,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-01,1010307,Defense,1010307 - Defense - B,0.00 ,"1,500.00 ",Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,"6,600.00 ",0.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"1,500.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"6,600.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-07,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"3,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"3,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-10,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"15,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-25,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"1,500.00 ",Main - B,,
,,,,1010307,Defense,1010307 - Defense - B,"1,500.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-26,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"1,500.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"1,500.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-28,1010102,Petty Cash,1010102 - Petty Cash - B,205.64 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,205.64 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-29,1010102,Petty Cash,1010102 - Petty Cash - B,145.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,145.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-30,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,400.00 ,0.00 ,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0.00 ,400.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,100.00 ,0.00 ,Main - B,,
,,,,5030401,Communication,5030401 - Communication - B,0.00 ,100.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"13,000.00 ",0.00 ,Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0.00 ,"4,000.00 ",Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-01,1010306,Ajwaa Al-Khayal,1010306 - Ajwaa Al-Khayal - B,0.00 ,"3,000.00 ",Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,"10,000.00 ",0.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"3,000.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"10,000.00 ",Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0.00 ,"5,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"5,000.00 ",0.00 ,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0.00 ,"7,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"7,000.00 ",0.00 ,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0.00 ,"9,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"9,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-12,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"11,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"11,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"5,000.00 ",Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,"5,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-13,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"2,625.00 ",0.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,0.00 ,"2,625.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-14,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"2,375.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"2,375.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-15,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"3,000.00 ",Main - B,,
,,,,1010306,Ajwaa Al-Khayal,1010306 - Ajwaa Al-Khayal - B,"3,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-16,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"3,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"3,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-24,1010102,Petty Cash,1010102 - Petty Cash - B,112.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,112.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-31,1010102,Petty Cash,1010102 - Petty Cash - B,546.54 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,546.54 ,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,"18,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"18,000.00 ",Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"7,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"7,000.00 ",0.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.37 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.37 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,200.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,200.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"10,000.00 ",0.00 ,Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0.00 ,"4,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"11,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"11,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-01,2010103,Branderaa,2010103 - Branderaa - B,"9,357.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"9,357.00 ",Main - B,,
,,,,1010309,Technical Company For Paints Works,1010309 - Technical Company For Paints Works - B,0.00 ,"17,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"17,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-07,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"4,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"4,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-16,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0.00 ,"10,200.00 ",Main - B,,
,,,,1010309,Technical Company For Paints Works,1010309 - Technical Company For Paints Works - B,"10,200.00 ",0.00 ,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,"10,200.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"10,200.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-20,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0.00 ,32.50 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0.00 ,"11,250.00 ",Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0.00 ,787.50 ,Main - B,,
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,"12,070.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-26,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0.00 ,"195,650.00 ",Main - B,,
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,"195,650.00 ",0.00 ,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0.00 ,"351,800.00 ",Main - B,,
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,"351,800.00 ",0.00 ,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0.00 ,"175,900.00 ",Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,"175,900.00 ",0.00 ,Main - B,,
