Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,15000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,15000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-04,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,15000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,15000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-06,1010101,Cash Box,1010101 - Cash Box - B,0,3500,Main - B,,
,,,,1010310,Comprehensive preventive maintenance,1010310 - Comprehensive preventive maintenance - B,3500,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-06-30,1010101,Cash Box,1010101 - Cash Box - B,3500,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,3500,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,184,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,184,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,2808.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0,2808.33,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,500,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,500,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,400,0,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0,400,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,13000,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,3000,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,934.95,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,934.95,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,862.5,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,862.5,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,1704.26,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,1704.26,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,15000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,15000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-01,2010103,Branderaa,2010103 - Branderaa - B,6000,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,6000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-04,1010101,Cash Box,1010101 - Cash Box - B,0,24075,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,24075,0,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,24075,0,Main - B,Customer,Guest
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,0,24075,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-05,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,15000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,15000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,15010,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,15010,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,10,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,10,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-07-31,1010102,Petty Cash,1010102 - Petty Cash - B,361,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,361,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,2808.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0,2808.33,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,100,0,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0,100,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,14000,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,1000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,3000,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,15000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,15000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-01,1010304,Al-Masah,1010304 - Al-Masah - B,0,1000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,1000,0,Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,6400,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,6400,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-13,1010101,Cash Box,1010101 - Cash Box - B,0,15000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,15000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-23,1010102,Petty Cash,1010102 - Petty Cash - B,1146.78,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,1146.78,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-27,1010101,Cash Box,1010101 - Cash Box - B,0,10000,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,9000,0,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,1000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-28,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,1000,Main - B,,
,,,,1010304,Al-Masah,1010304 - Al-Masah - B,1000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,1000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,1000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-29,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,3000,Main - B,,
,,,,1010301,Mazin bin AbdulWahhab Kurdi Law Firm,1010301 - Mazin bin AbdulWahhab Kurdi Law Firm - B,3000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-08-31,1010101,Cash Box,1010101 - Cash Box - B,25000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,25000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,208,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,208,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,2808.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0,2808.33,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,14000,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,3000,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,1000,Main - B,Customer,Guest
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,15000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,15000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-01,1010307,Defense,1010307 - Defense - B,0,1500,Main - B,Customer,Guest
,,,,2010103,Branderaa,2010103 - Branderaa - B,6600,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,1500,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,6600,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-07,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,3000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,3000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-10,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,15000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,15000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,15000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,15000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-25,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,1500,Main - B,,
,,,,1010307,Defense,1010307 - Defense - B,1500,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-26,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,1500,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,1500,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-28,1010102,Petty Cash,1010102 - Petty Cash - B,205.64,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,205.64,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-29,1010102,Petty Cash,1010102 - Petty Cash - B,145,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,145,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-09-30,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,2808.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0,2808.33,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,400,0,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0,400,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,100,0,Main - B,,
,,,,5030401,Communication,5030401 - Communication - B,0,100,Main - B,Customer,Guest
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,13000,0,Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,3000,Main - B,Customer,Guest
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,15000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,15000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-01,1010306,Ajwaa Al-Khayal,1010306 - Ajwaa Al-Khayal - B,0,3000,Main - B,Customer,Guest
,,,,2010103,Branderaa,2010103 - Branderaa - B,10000,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,3000,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,10000,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,5000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,5000,0,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,7000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,7000,0,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,9000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,9000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-12,1010101,Cash Box,1010101 - Cash Box - B,0,11000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,11000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,5000,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,5000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-13,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,2625,0,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,0,2625,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-14,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,2375,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,2375,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-15,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,3000,Main - B,,
,,,,1010306,Ajwaa Al-Khayal,1010306 - Ajwaa Al-Khayal - B,3000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-16,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,3000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,3000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-24,1010102,Petty Cash,1010102 - Petty Cash - B,112,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,112,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-10-31,1010102,Petty Cash,1010102 - Petty Cash - B,546.54,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,546.54,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,18000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,18000,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,0,7000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,7000,0,Main - B,Customer,Guest
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,2808.37,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,Customer,Guest
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0,2808.37,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,200,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,200,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,10000,0,Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-01,2010103,Branderaa,2010103 - Branderaa - B,9357,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,9357,Main - B,,
,,,,1010309,Technical Company For Paints Works,1010309 - Technical Company For Paints Works - B,0,17000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,17000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-07,1010101,Cash Box,1010101 - Cash Box - B,0,4000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,4000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-16,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,10200,Main - B,,
,,,,1010309,Technical Company For Paints Works,1010309 - Technical Company For Paints Works - B,10200,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,10200,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,10200,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-20,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0,32.5,Main - B,Customer,Guest
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0,11250,Main - B,Customer,Guest
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,0,787.5,Main - B,Customer,Guest
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,12070,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-26,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,195650,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,195650,0,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,351800,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,351800,0,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,175900,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,175900,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,97825,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,19750,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,78075,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,258725,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,258725,0,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,258725,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,258725,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,15000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,15000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,50,0,Main - B,,
,,,,5030504,Stationery,5030504 - Stationery - B,0,50,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-27,1010102,Petty Cash,1010102 - Petty Cash - B,111,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,111,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-28,1010101,Cash Box,1010101 - Cash Box - B,0,3000,Main - B,,
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,3000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-11-30,1010102,Petty Cash,1010102 - Petty Cash - B,1392.24,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,1392.24,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,7000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,7000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,136,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,136,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4200,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4200,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,6000,0,Main - B,,
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,4000,0,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11000,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-01,2010103,Branderaa,2010103 - Branderaa - B,6000,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,6000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-05,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,31040,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,31040,0,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-06,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,11000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,11000,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,273725,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,273725,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,3930,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,3930,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,273725,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,273725,0,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,268725,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,268725,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,12070,0,Main - B,,
,,,,2010101,Kadour trading Est.,2010101 - Kadour trading Est. - B,0,12070,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-10,1010102,Petty Cash,1010102 - Petty Cash - B,168000,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,168000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-11,1010102,Petty Cash,1010102 - Petty Cash - B,3259.42,0,Main - B,,
,,,,5030401,Communication,5030401 - Communication - B,0,3259.42,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-12,1010101,Cash Box,1010101 - Cash Box - B,0,4000,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,4000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-14,1010102,Petty Cash,1010102 - Petty Cash - B,250100,0,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,250100,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-24,1010102,Petty Cash,1010102 - Petty Cash - B,5040,0,Main - B,,
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,5040,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-25,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,12000,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,12000,0,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,21670,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,21670,0,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,12000,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,12000,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,12000,0,Main - B,,
