Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,1010313,Biotech Gulf Cosmoceutical Company,1010313 - Biotech Gulf Cosmoceutical Company - B,500,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-04-30,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11550,Main - B,Customer,Guest
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4012.5,0,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,550,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4012.5,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,153.36,0,Main - B,Customer,Guest
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,153.36,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,4000,0,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,8000,Main - B,Customer,Guest
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,7000,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,2000,0,Main - B,Customer,Guest
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0,2000,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,10000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,5000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-01,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,27300,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,1050,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,5250,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,15750,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,5250,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,2100,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,2100,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,5775,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,5775,0,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,750,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,15000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,9375,0,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,2993.55,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,6381.45,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,9375,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,9375,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,27300,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,27300,Main - B,Customer,Guest
,,,,2010103,Branderaa,2010103 - Branderaa - B,10400,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,10400,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-03,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,11550,Main - B,Customer,Guest
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,11550,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,11550,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,11550,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-05,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,17399.55,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,828.55,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,16571,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,19258.05,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,917.05,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,18341,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,3512.25,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,167.25,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,3345,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,15823.5,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,357.2,Main - B,Customer,Guest
,,,,2010105,Al Ghdeer al Naqueea,2010105 - Al Ghdeer al Naqueea - B,7501.2,0,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,753.5,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,15070,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,7144,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-06,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,265,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,5565,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,5300,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,384.5,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,8074.5,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,7690,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,220.4,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,4628.4,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,4408,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,15754.2,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,750.2,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,15004,0,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,530.05,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,11131.05,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,10601,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-09,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,13000,0,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,13000,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,87497.5,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,15750,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,17399.55,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,19258.05,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,3512.25,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,15823.5,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,15754.15,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,4000,0,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,4000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,50000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,50000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,50000,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,50000,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,896.19,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,100,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,1120,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,110,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,100,0,Main - B,Customer,Guest
,,,,5030401,Communication,5030401 - Communication - B,0,2326.19,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,20000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,20000,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,1500,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,1500,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-10,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,5250,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,6000,0,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,5250,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,6000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,750,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,750,0,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,5250,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,250,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,5000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-20,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,4042.5,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,192.5,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,3850,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,9135,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,435,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,8700,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,27999.3,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,1333.3,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,26666,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,1.15,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,1.15,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-21,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,213.75,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,4488.75,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,4275,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-25,1010102,Petty Cash,1010102 - Petty Cash - B,19000,0,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,7875,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,4488.75,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,3647.18,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,2989.07,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-28,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,3720,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,78120,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,74400,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,50400,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,2400,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,48000,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,81900,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,3900,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,78000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-05-31,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11550,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,1825.71,0,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,550,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,Customer,Guest
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,1825.71,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,4000,0,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,8000,Main - B,Customer,Guest
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,7000,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,2000,0,Main - B,Customer,Guest
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0,2000,Main - B,Customer,Guest
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,3975,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,3975,Main - B,Customer,Guest
,,,,1010101,Cash Box,1010101 - Cash Box - B,0,5000,Main - B,Customer,Guest
,,,,1010403,Deposit Rent Insurance ,1010403 - Deposit Rent Insurance  - B,5000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,10000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,5000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-01,2010103,Branderaa,2010103 - Branderaa - B,9781,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,9781,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-03,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,999.6,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,47.6,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,952,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-05,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,50000,0,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,173.68,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,20309.22,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,3647.18,0,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,1404.38,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,10018.5,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,5565,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,8074.5,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,0,4628.4,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,3473.5,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,173478,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,1.15,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,4042.5,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,9135,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,50400,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,81900,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,27999.3,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0.05,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,30000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,30000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-06,1010102,Petty Cash,1010102 - Petty Cash - B,7035,0,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,335,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,6700,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,93000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,93000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,93450,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,93450,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-11,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,11550,Main - B,Customer,Guest
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,11550,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,4000,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,3000,0,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,999.6,0,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0,0.4,Main - B,Customer,Guest
,,,,1010305,Dar Al-Teb,1010305 - Dar Al-Teb - B,0.4,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,0.4,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,11000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,11000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,3000,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,3000,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,42,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,42,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-13,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,2060,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,2060,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-14,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,2046,0,Main - B,Customer,Guest
,,,,5030102,GOSI,5030102 - GOSI - B,0,2046,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,2050,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,2050,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-26,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,320,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,6720,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,6400,Main - B,Customer,Guest
,,,,2010302,VAT on Purchasing,2010302 - VAT on Purchasing - B,0,224,Main - B,Customer,Guest
,,,,2010104,Aliaf Lighting Est.,2010104 - Aliaf Lighting Est. - B,4704,0,Main - B,Customer,Guest
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,4480,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-06-30,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11550,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,370.25,0,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,550,0,Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,Customer,Guest
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,370.25,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,4000,0,Main - B,Customer,Guest
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,8000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,7000,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,2000,0,Main - B,Customer,Guest
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0,2000,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,15000,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,10000,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,5000,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-07-01,2010103,Branderaa,2010103 - Branderaa - B,8400,0,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0,8400,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-07-04,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,11500,0,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,11500,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,11550,Main - B,Customer,Guest
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,11550,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-07-08,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,27893,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,1328.24,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,26564.76,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,4568,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,217.52,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,4350.48,0,Main - B,Customer,Guest
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,3150,Main - B,Customer,Guest
,,,,2010301,VAT on Sales,2010301 - VAT on Sales - B,150,0,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,3000,0,Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2018-07-10,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,35611,Main - B,Customer,Guest
